,date_registered,username,name,gender,address,email,birthdate,residence,employer,job,age,salary,credit_card_provider,credit_card_number,credit_card_security_code,credit_card_expire
5494,4408,vg***z,Robert Garcia,F,"288 43  Blvd, 600-1895",ma***3@gmail.com,84567,"Philadelphia, VA",YZHUFR,JKCWYJ,"(41,60)","(75,000,250000)",RCMTBS,18************5,###6,LHOCDI
6996,4407,na*****2,Lisa Williams,F,"482 12 St, 600-7875",fo***s@hotmail.com,45640,"San Diego, VA",NPBJWT,SNXKTG,"(19,25)","(25000,50000)",UEJEZN,35*************6,####3,SYUICW
8753,4406,em****1,Robert Davis,F,"708 9 Rd, 900-2910",cr************n@hotmail.com,74385,"San Jose, NY",WWIFGG,KQRLIS,"(60,65)","(50000,75000)",YMXPWJ,22*************4,###6,WXYXKQ
9407,4405,aa*****s,Joseph Lewis,M,"117 77 Rd, 700-3385",jm****n@yahoo.com,48460,"San Diego, FL",ZFRSIP,QLYGKG,"(19,25)","(25000,50000)",KVRJWO,21************6,##3,BWSSMA
9831,4404,wi*******n,Jennifer Jones,M,"431 3 Ln, 500-9285",da****1@gmail.com,62754,"Houston, TX",OYULPA,BQFIWB,"(41,60)","(75,000,250000)",RCMTBS,35*************0,#2,DFHQEC
564,4402,ca**********r,William King,M,"955 20 Ave, 800-9551",sg****r@gmail.com,78574,"San Diego, IL",FCYLBE,HVQJSW,"(41,60)","(75,000,250000)",GUYUNS,35*************2,##8,XNCTNG
1642,4401,ke*******r,Joseph Clark,M,"856 11 Rd, 800-6352",tp******n@yahoo.com,65977,"Houston, OH",EMRRGT,DVKPBF,"(26,40)","(25000,50000)",BWTPEW,35*************0,###6,KMCKAM
3078,4400,ca***********z,Joseph Hernandez,F,"876 25 Rd, 300-7015",cl*e@hotmail.com,61231,"San Antonio, FL",TXMKOJ,QEASHI,"(41,60)","(75,000,250000)",MAOKIJ,60*************0,###8,BLLJPW
3661,4399,pi*********y,Brian Smith,F,"825 92 St, 900-6150",da*******8@hotmail.com,65516,"San Antonio, PA",CLKPME,UFPPHR,"(26,40)","(75,000,250000)",WFTMDV,63*********8,###4,NYJIPP
4050,4398,bl***********s,Emily Young,M,"443 92  Blvd, 900-2876",ch**********r@hotmail.com,75990,"Phoenix, FL",VMJTMP,AQDCEQ,"(41,60)","(75,000,250000)",GUYUNS,21************5,###5,TBRLXQ
5897,4397,va*****e,Kevin Moore,F,"350 62 St, 200-3083",mi***********n@gmail.com,79950,"Dallas, FL",OAQGDM,KHVHCF,"(26,40)","(75,000,250000)",WFTMDV,60*************8,###4,GOJBYA
6392,4396,la***********n,William Brown,M,"224 30 Ln, 300-2394",ma*******0@gmail.com,68964,"Los Angeles, NC",YIUNCD,FFVBES,"(41,60)","(25000,50000)",UEJEZN,35*************5,###0,FOFKCQ
6577,4395,me******0,David Allen,M,"629 61 Rd, 800-5163",ms*****s@hotmail.com,75742,"New York, VA",LWDJCP,UVGODE,"(19,25)","(75,000,250000)",RCMTBS,48*************1,##5,WIKHTN
6747,4394,li********r,Ashley Garcia,M,"572 16 Ave, 800-3078",al***s@yahoo.com,44777,"New York, FL",RREXOU,XNXQRK,"(41,60)","(75,000,250000)",YMXPWJ,46****************1,###6,DCTOBI
9718,4393,ki*******9,Jane Rodriguez,F,"733 30  Blvd, 600-8399",yo*******d@gmail.com,44658,"New York, TX",CRYFFG,OHIHVH,"(19,25)","(50000,75000)",GUYUNS,57*********0,###8,YWAPWM
9921,4392,ro***y,Joseph Davis,F,"779 55 Rd, 400-2855",wh*************r@yahoo.com,72007,"Los Angeles, GA",JBUCVG,DVKPBF,"(60,65)","(75,000,250000)",YMXPWJ,35*************1,###5,VKCRSK
2061,4390,pe******a,Brian Jones,M,"859 70 Ave, 700-8267",zs***h@yahoo.com,52931,"San Jose, VA",XOFTZF,LRXKDP,"(26,40)","(75,000,250000)",MFZRLP,45*************9,###2,TJFCWY
3590,4389,br*********n,Joseph King,F,"881 8 Rd, 400-3385",su*************h@gmail.com,44455,"Chicago, GA",EWHXKM,WUFIIL,"(41,60)","(75,000,250000)",GUYUNS,43****************5,###6,FFPPWV
3790,4388,mi**********h,Sarah Brown,F,"633 49 St, 800-4341",li***4@gmail.com,47464,"San Diego, TX",ITFQLU,YGUWEJ,"(26,40)","(75,000,250000)",KVRJWO,37************0,###7,JBAETQ
5407,4387,je*******3,Jane Smith,M,"292 50 Ln, 200-1668",rm***e@yahoo.com,43527,"Los Angeles, NY",MCVQLK,KSWYXG,"(60,65)","(75,000,250000)",KCUOPI,18************4,##5,MHWBWM
6802,4386,if******n,Robert Davis,F,"731 48 Ln, 100-7297",ed********y@hotmail.com,79855,"San Antonio, NC",ZHHPGN,CFSOVV,"(60,65)","(75,000,250000)",KVRJWO,18************8,###0,GOJBYA
9495,4385,me******6,Daniel Clark,M,"213 21 St, 400-5651",br****8@gmail.com,50007,"Houston, FL",RRSDYV,FUJWXF,"(41,60)","(75,000,250000)",RCMTBS,30***********2,###5,FCMJOV
9532,4384,ga***********n,Mary Johnson,M,"105 81  Blvd, 400-4708",ro********h@hotmail.com,70591,"New York, CA",VPIBJU,IIJQWM,"(26,40)","(25000,50000)",GUYUNS,60*************5,###9,FLGNYQ
179,4382,zm****w,Emily Jones,F,"102 32  Blvd, 700-5267",da************l@hotmail.com,81381,"Chicago, OH",NMWLFV,YAWFVH,"(19,25)","(75,000,250000)",RCMTBS,48*************2,###9,MRYEWE
365,4381,ju****0,Elizabeth Allen,F,"428 87 Ave, 600-7213",sc***************e@yahoo.com,62647,"New York, PA",BHPXGD,YXVZDQ,"(0,18)","(50000,75000)",GUYUNS,35*************8,###0,BWSSMA
2150,4380,da********h,Jessica Smith,M,"275 4 Rd, 100-1796",ni*********r@yahoo.com,56885,"Houston, NY",XYKUHB,YGZSLY,"(26,40)","(25000,50000)",BWTPEW,35*************2,###0,YWAPWM
2616,4379,vt***y,Robert Walker,M,"666 83 Ave, 100-6078",iw******s@hotmail.com,74991,"San Diego, VA",EISHFD,GDNHYV,"(41,60)","(75,000,250000)",MFZRLP,34************0,###7,WRDVMN
3146,4378,ma**********n,Jessica Rodriguez,M,"328 39 Rd, 900-2827",jo***3@hotmail.com,65500,"Dallas, TX",ROLSVI,VTGWDS,"(26,40)","(75,000,250000)",MFZRLP,43*************9,###9,FLGNYQ
3931,4377,da********n,David Rodriguez,M,"666 35  Blvd, 600-9123",jo*********s@yahoo.com,73956,"New York, VA",DDEMBS,POKXHM,"(41,60)","(25000,50000)",UEJEZN,54*************8,###9,XTTCMN
4054,4376,wo**********s,Andrew Jones,M,"969 11 Rd, 400-1286",co********n@yahoo.com,54394,"Los Angeles, OH",LILMPD,HOBORN,"(26,40)","(75,000,250000)",RCMTBS,38***********7,###6,BZMXMJ
4613,4375,mo*******n,Joseph Rodriguez,F,"108 84 Ave, 400-6814",an******4@hotmail.com,44132,"Los Angeles, TX",SLUFTE,VGVNGW,"(41,60)","(50000,75000)",MAOKIJ,18************1,###9,JWLPXS
6588,4374,si********n,Elizabeth Young,M,"525 2 Rd, 200-7581",jo*******7@gmail.com,79458,"Houston, PA",CRODAF,LRQCSD,"(41,60)","(75,000,250000)",MFZRLP,35*************9,###9,VSXFEL
6641,4373,ro*****6,John Williams,F,"389 38  Blvd, 500-2730",ma******9@gmail.com,70854,"San Diego, VA",KQSYVU,DLXJAP,"(41,60)","(75,000,250000)",WFTMDV,45****************9,###9,BSIYYL
6791,4372,ja****4,Jennifer Brown,M,"189 54 Ave, 700-1611",zc******s@hotmail.com,80050,"San Diego, IL",JDQYIV,KFNJUS,"(41,60)","(75,000,250000)",YMXPWJ,49*************6,###6,WNWYLX
8076,4371,sc********r,Robert Walker,F,"656 83 Ln, 200-6319",aa****2@yahoo.com,69351,"Dallas, GA",ORLBKW,KQRLIS,"(26,40)","(75,000,250000)",RCMTBS,65*************4,####6,IJPJPB
8266,4370,ha*********o,Jane Smith,M,"470 94 Ln, 100-6537",fr***********l@gmail.com,66754,"Los Angeles, NY",RTXOHA,TIVXAZ,"(26,40)","(75,000,250000)",GUYUNS,47**********1,###0,YYRDUZ
9096,4369,tr*****z,Emily Brown,F,"789 47 Ave, 600-2945",st***************e@yahoo.com,50694,"San Antonio, FL",TGOOBG,PHPWXV,"(26,40)","(75,000,250000)",RCMTBS,21************1,###5,QPLMPL
346,4367,gr***********o,Joseph Moore,M,"168 2 Rd, 500-2377",am*****2@yahoo.com,43314,"Los Angeles, NY",QSUYGY,IBAIYH,"(26,40)","(75,000,250000)",MFZRLP,43****************9,##7,QKFJXM
349,4366,ni**********y,Amanda Garcia,F,"164 53 Rd, 600-8115",ap*****n@hotmail.com,80704,"San Antonio, VA",FZKYKJ,GUEFLP,"(41,60)","(75,000,250000)",GUYUNS,48**********8,###8,SZWKRE
1144,4365,pa***********o,Jessica Walker,F,"877 47  Blvd, 600-2347",wb**l@hotmail.com,42852,"San Antonio, IL",KNTGLN,PLVGDK,"(41,60)","(75,000,250000)",BWTPEW,37************4,###8,GUTIBM
2105,4364,ca*****0,Lisa Jones,F,"974 41 Rd, 700-8659",fl************n@gmail.com,57047,"Philadelphia, VA",IJBJBZ,VGPNLH,"(41,60)","(75,000,250000)",UEJEZN,35*************0,###0,IRLFBW
6358,4363,wa******e,Jessica Miller,F,"280 57 Ln, 200-1523",ch**********2@hotmail.com,46014,"Houston, FL",CXUBJF,KMXEJM,"(26,40)","(75,000,250000)",MFZRLP,51*************4,###1,SECHQX
7298,4362,mo***********s,John Young,M,"622 14 Rd, 600-8876",ma***3@yahoo.com,44231,"San Diego, FL",IGPCCN,JUPAXJ,"(41,60)","(75,000,250000)",GUYUNS,53*************8,##8,OLTOLK
7879,4361,ew****r,Ashley Davis,M,"958 3 Ln, 400-2214",cf****s@gmail.com,50454,"Houston, FL",FPBCNM,WYXPGZ,"(19,25)","(75,000,250000)",WFTMDV,25*************5,###1,BQEZAT
8851,4360,cp******n,Emily Miller,F,"695 2 Rd, 500-9738",mi****4@gmail.com,69980,"Houston, TX",KPKNLF,XTEQCJ,"(26,40)","(75,000,250000)",RCMTBS,49*************9,###5,DRCLYB
1395,4358,pe********s,Jane Johnson,F,"538 93 St, 600-5279",ju*********r@yahoo.com,70642,"Phoenix, GA",ORUYTR,WRBQUH,"(41,60)","(75,000,250000)",MAOKIJ,58*********5,###7,UBXXEO
1950,4357,yo********e,Amanda Rodriguez,F,"370 77 Ln, 200-4002",vi******6@gmail.com,80471,"Houston, PA",RKLTYL,DZLOLX,"(41,60)","(50000,75000)",WFTMDV,27*************3,###0,YNWLOF
2446,4356,da**********t,Jane Garcia,F,"349 76  Blvd, 200-8563",kr**h@hotmail.com,47426,"Philadelphia, IL",XYXSUB,PGGTEX,"(19,25)","(50000,75000)",UEJEZN,37************8,###1,YNWLOF
6477,4355,di****1,Jennifer Moore,F,"632 91 Rd, 900-5394",mo***********w@gmail.com,59000,"Houston, NY",UUPYIK,JYPUIT,"(41,60)","(75,000,250000)",GUYUNS,43****************0,###7,IJPJPB
7286,4354,st********0,David Jones,M,"628 21 Ave, 500-7204",sw***********a@yahoo.com,54030,"New York, CA",KMDLEC,XIMBPE,"(60,65)","(75,000,250000)",RCMTBS,45****************0,##7,WNLYCT
8732,4353,em****0,Joseph Hernandez,F,"306 39 Rd, 700-9499",cy***g@yahoo.com,81597,"Houston, FL",BCGYSZ,SHXBTQ,"(19,25)","(25000,50000)",KCUOPI,35*************8,##2,LKFLDT
505,4351,ap***********o,Lisa Davis,F,"368 9 St, 200-6576",mi******1@hotmail.com,67635,"New York, CA",EMTZMU,QUFADN,"(41,60)","(25000,50000)",GUYUNS,43*************8,###7,CWDTUC
599,4350,ca*********n,David Miller,M,"450 100  Blvd, 100-2006",ap****8@yahoo.com,58014,"San Jose, OH",NFPYEQ,CNPCDN,"(26,40)","(75,000,250000)",MFZRLP,49*************0,###4,LKFLDT
917,4349,ja******g,Robert Clark,F,"642 88  Blvd, 600-7860",ma***4@gmail.com,67400,"San Antonio, FL",CILOPR,VCBNFO,"(41,60)","(75,000,250000)",MFZRLP,38***********0,###8,LKFLDT
2016,4348,me****2,Elizabeth Johnson,F,"217 98 Ave, 800-6390",pa********n@gmail.com,55501,"Philadelphia, PA",AMJBQT,MHLTVR,"(41,60)","(75,000,250000)",GUYUNS,42****************1,####9,VNSZTG
3294,4347,ba*******a,Andrew Garcia,F,"658 49  Blvd, 600-3944",qp***s@yahoo.com,71197,"San Antonio, TX",OKSHRL,YKGWGM,"(26,40)","(75,000,250000)",GUYUNS,49****************6,###4,SEBYGM
3323,4346,jj***s,Brian Walker,M,"275 22 Rd, 200-4695",ra************y@gmail.com,53147,"Philadelphia, CA",DWTWNG,YKGWGM,"(60,65)","(25000,50000)",GUYUNS,63*********1,###2,VSJSID
3955,4345,da***********l,Mary King,M,"246 15 Rd, 100-3185",ni**********n@gmail.com,45590,"San Jose, CA",VTSTBM,IAYJOF,"(41,60)","(50000,75000)",RCMTBS,47****************2,###7,EFYWNJ
5355,4344,ta********e,Brian Allen,M,"175 63  Blvd, 200-1418",kr**************r@gmail.com,68263,"Houston, GA",FKOBRB,CWLCCW,"(26,40)","(75,000,250000)",WFTMDV,30***********1,###4,IJPJPB
7060,4343,hb****r,Robert Walker,F,"452 44 Rd, 500-6230",ba*********n@yahoo.com,52910,"Philadelphia, PA",NNTNYC,LJKMEA,"(19,25)","(75,000,250000)",GUYUNS,58*********6,##9,KSMTZY
7276,4342,ka****0,Jennifer Hernandez,F,"754 48 Ln, 900-6717",tr**d@hotmail.com,70102,"Houston, TX",PFXCBK,LVTKDP,"(60,65)","(50000,75000)",GUYUNS,65*************6,####5,YYRDUZ
7307,4341,ro*********y,Jennifer Garcia,F,"716 23 Ave, 200-9343",mi**********s@yahoo.com,69817,"Houston, NY",RKMNPK,SIQOND,"(41,60)","(75,000,250000)",UEJEZN,35*************9,###7,VKCRSK
7326,4340,an******7,Amanda Wilson,M,"650 36  Blvd, 300-6481",jb****r@gmail.com,43336,"Houston, TX",PFHHLG,KKRTNZ,"(41,60)","(25000,50000)",KVRJWO,65*************3,###5,EFYWNJ
8503,4339,ti******5,Andrew Davis,M,"943 37 St, 400-1985",sh*******a@yahoo.com,79787,"Houston, GA",WDNEDU,XDRMVG,"(41,60)","(50000,75000)",WFTMDV,65*************1,###0,FCMJOV
9209,4338,wi***********a,Kevin Moore,F,"545 56 St, 500-6435",it****r@yahoo.com,75336,"Houston, NY",HUGBBH,TPWYPI,"(41,60)","(50000,75000)",UEJEZN,30***********7,###6,MRYEWE
520,4336,je******2,Daniel Young,F,"394 22 Ave, 500-4070",ba***s@hotmail.com,66287,"New York, IL",XYBUJB,GFDVYE,"(60,65)","(75,000,250000)",UEJEZN,40*************0,###7,VSJSID
842,4335,ca*******e,Joseph Williams,F,"297 94 Ave, 300-2674",sc*********y@gmail.com,68718,"Houston, NY",SDNLOH,WOEPJO,"(26,40)","(75,000,250000)",MAOKIJ,65*************5,###8,ONXWXR
2660,4334,br********h,Andrew Allen,M,"578 28  Blvd, 700-2960",li*******s@yahoo.com,60638,"Philadelphia, NC",STHWYF,GRSUGK,"(26,40)","(75,000,250000)",RCMTBS,60*************9,###9,CNXCCV
2772,4333,sc***********n,Amanda Wilson,F,"102 65 Ln, 200-6137",gr********d@yahoo.com,74742,"Chicago, FL",TYUADQ,QRBNST,"(26,40)","(75,000,250000)",KVRJWO,65*************1,###7,WIKHTN
3883,4332,ba********n,Jennifer Wilson,M,"480 17 St, 700-5853",nr*******z@hotmail.com,44337,"Phoenix, OH",ZSOHFO,LQSYGF,"(19,25)","(50000,75000)",GUYUNS,43**********7,###4,NVQATB
3988,4331,ed***********d,Jennifer Rodriguez,M,"867 65 Rd, 300-8336",da****6@yahoo.com,42981,"New York, CA",TWWTND,RLBOMC,"(19,25)","(25000,50000)",KVRJWO,46**********1,##0,WNLYCT
5439,4330,ca*****4,Jennifer Moore,F,"859 97 St, 900-9391",ma***********n@hotmail.com,58954,"Phoenix, NY",KKRWQJ,LHWCBL,"(26,40)","(75,000,250000)",GUYUNS,22*************0,###5,RXSLTY
8160,4329,lw**d,Jessica King,M,"424 68  Blvd, 300-2712",lo***7@yahoo.com,50761,"New York, VA",MIDNWJ,NKBOZI,"(26,40)","(75,000,250000)",RCMTBS,48*************2,###8,YNWLOF
8521,4328,mi*******4,Ashley Davis,M,"580 5 St, 700-7414",go********a@yahoo.com,56679,"Philadelphia, GA",PWDBGO,SRKNGP,"(41,60)","(75,000,250000)",RCMTBS,56*********7,####5,JKXCIW
9264,4327,ro*******d,Ashley King,M,"338 29  Blvd, 500-5644",me*******7@hotmail.com,56469,"Phoenix, NC",LMXSJD,QDYHPB,"(41,60)","(75,000,250000)",GUYUNS,41*************4,##6,TBRLXQ
24,4325,an******8,Andrew Brown,F,"980 87  Blvd, 500-1446",el********1@hotmail.com,69105,"Houston, NC",BWPPPR,QNMSPM,"(41,60)","(75,000,250000)",YMXPWJ,30***********7,###9,PTCBHD
447,4324,gr*******e,Jennifer Smith,M,"109 30  Blvd, 300-9107",ej*****n@gmail.com,81844,"San Diego, NC",GPYFWK,OIPRML,"(26,40)","(75,000,250000)",KCUOPI,27*************2,#2,YYRDUZ
1047,4323,or****a,Daniel Allen,F,"486 84 Ave, 100-8371",sh*********y@gmail.com,79345,"Houston, VA",UBACFW,ZXWJXG,"(26,40)","(75,000,250000)",KVRJWO,43**********6,###1,FCMJOV
2867,4322,mc********n,Jennifer Miller,F,"635 25  Blvd, 300-1811",be*******5@gmail.com,84563,"Los Angeles, FL",CTPLNG,XIIRKO,"(41,60)","(75,000,250000)",MAOKIJ,18************7,###6,DKBYWT
3684,4321,de********s,Sarah Hernandez,M,"456 54 Ln, 500-6262",wi****************r@gmail.com,50668,"New York, FL",JWBCYV,SPHDGV,"(0,18)","(50000,75000)",MAOKIJ,41**********6,###7,TCTVLC
4105,4320,ch*********z,Mary Hernandez,M,"227 6  Blvd, 400-5041",mi*********i@hotmail.com,69727,"Philadelphia, NY",LSPGFL,VJNGGX,"(41,60)","(75,000,250000)",GUYUNS,49****************4,###9,ZFIBMQ
4304,4319,cs*****d,Amanda Davis,F,"397 45 Ln, 900-7485",uw*****e@gmail.com,84284,"Houston, VA",HYFVXY,JJNGTV,"(60,65)","(75,000,250000)",GUYUNS,54*************3,###7,JKOMSC
4406,4318,mo*******l,Kevin Garcia,F,"985 48 Rd, 300-9672",la******z@hotmail.com,43308,"San Antonio, TX",YVMWWD,IBAIYH,"(26,40)","(75,000,250000)",RCMTBS,37************5,###6,VSXFEL
5024,4317,sb**s,Sarah Johnson,M,"783 19 St, 800-7691",ph******6@gmail.com,61600,"Phoenix, PA",TWFAHH,JDEYMJ,"(41,60)","(75,000,250000)",GUYUNS,67*********2,###9,VFRPKC
6486,4316,be*********z,Lisa Brown,F,"493 83 St, 500-6234",da*******7@gmail.com,42844,"New York, OH",LKWDHV,LLPQPH,"(41,60)","(75,000,250000)",GUYUNS,34************7,###3,YYRDUZ
6765,4315,li****9,Brian Davis,F,"266 65 Ave, 500-9853",pe****4@hotmail.com,74904,"Dallas, FL",RLJLAU,KQRLIS,"(41,60)","(75,000,250000)",MFZRLP,46**********2,##5,UBXXEO
7224,4314,un****n,Andrew Smith,F,"785 65 St, 300-6538",jo********l@gmail.com,42972,"Philadelphia, NY",BYGJUC,FMBIHA,"(41,60)","(75,000,250000)",BWTPEW,67*********9,#8,TULUWQ
7964,4313,an************z,Daniel Brown,M,"315 76 Rd, 400-8722",jo************n@hotmail.com,62441,"Dallas, NC",VKBLFU,GNSJQT,"(41,60)","(75,000,250000)",GUYUNS,35*************7,###9,GLRPDO
8559,4312,rw****n,Sarah Allen,M,"730 20 Rd, 400-3248",fl*n@yahoo.com,72657,"San Jose, TX",GHDCHJ,RWUOTR,"(26,40)","(75,000,250000)",BWTPEW,50*********4,##9,TCTVLC
9155,4311,mi*********t,Brian Walker,F,"167 78  Blvd, 600-2276",am**0@gmail.com,74431,"Chicago, TX",XVEHNH,TPWYPI,"(41,60)","(75,000,250000)",UEJEZN,35*************3,###0,GDEGSO
2340,4309,ch****2,David Moore,F,"728 22 Ave, 800-7386",tr******g@hotmail.com,60666,"Chicago, GA",PDRUOS,XGKJRN,"(26,40)","(75,000,250000)",MFZRLP,35*************7,###7,XTTCMN
3416,4308,jo************n,Sarah King,F,"895 3  Blvd, 800-1679",gh***s@yahoo.com,83580,"San Diego, PA",LVXWYX,TGCTQS,"(41,60)","(25000,50000)",UEJEZN,45*************1,##2,GSDNFC
5793,4307,me*********e,Jennifer Allen,M,"636 72 Rd, 800-5145",dh****r@hotmail.com,52297,"Houston, NC",DDQVOH,BBLMUI,"(19,25)","(75,000,250000)",KCUOPI,41*************1,###2,JBAETQ
7712,4306,us*****z,Elizabeth Lewis,M,"113 4 St, 800-8336",bw****r@yahoo.com,58521,"San Jose, FL",NXLIGP,CXUHUC,"(26,40)","(50000,75000)",GUYUNS,49**********3,###1,IRLFBW
7736,4305,da*******y,William Hernandez,M,"390 55 Ln, 100-9799",co********w@yahoo.com,50374,"Philadelphia, CA",NDWTDX,WKICNB,"(41,60)","(75,000,250000)",RCMTBS,44*************8,####1,CVZHWA
8755,4304,ph*******z,Ashley Allen,M,"899 41 St, 700-2106",wi**************t@hotmail.com,77246,"New York, GA",DKHJUV,FQFTNN,"(26,40)","(75,000,250000)",BWTPEW,21************3,####2,GOJBYA
2532,4302,ri*********s,Sarah Jones,F,"445 19 Ln, 400-9013",ro************d@hotmail.com,43115,"Philadelphia, CA",DTCFNR,UJWUNI,"(19,25)","(75,000,250000)",GUYUNS,35*************6,###3,MHWBWM
7708,4301,ua******n,William Miller,M,"469 18 St, 100-7298",se*****l@hotmail.com,62675,"San Antonio, FL",QLXRMD,TMCYIE,"(26,40)","(75,000,250000)",KVRJWO,42**********2,###3,OKCCOJ
8126,4300,da********g,Robert Wilson,M,"616 18 Ln, 300-8732",de*****0@yahoo.com,50102,"Philadelphia, OH",QSTPOE,SIPWPD,"(26,40)","(50000,75000)",RCMTBS,42*************0,###6,ZMWHIL
1407,4298,or***********a,Jessica King,F,"147 38 St, 700-6000",mu***********h@hotmail.com,46476,"San Jose, FL",TIPKSI,EEWNJK,"(26,40)","(75,000,250000)",GUYUNS,47*************0,###1,YNWLOF
1453,4297,na******n,Sarah Johnson,M,"317 20 Ave, 300-5677",ap**********s@gmail.com,55850,"Chicago, VA",TNIBBL,CNPCDN,"(41,60)","(75,000,250000)",RCMTBS,30***********5,##4,UBXXEO
3565,4296,vle,John Garcia,F,"620 73 Ave, 200-6929",ma*************r@hotmail.com,58008,"New York, TX",KTUQQO,ENBBCM,"(41,60)","(75,000,250000)",WFTMDV,18************8,###9,UKXNKX
3617,4295,wi*******a,Amanda Moore,F,"827 42 Ave, 600-9406",sh**********l@gmail.com,52267,"Chicago, OH",KYCPRM,DTVQRV,"(41,60)","(75,000,250000)",YMXPWJ,56*********2,###9,DPEAAE
4153,4294,ad***2,John Smith,M,"532 1 St, 900-4528",wf*x@gmail.com,74859,"Houston, GA",OITGSE,XTEQCJ,"(26,40)","(50000,75000)",GUYUNS,21************1,##2,JBAETQ
5009,4293,ju*******y,Mary Walker,F,"409 28 Ave, 100-4578",nh******n@yahoo.com,51221,"Los Angeles, GA",STTOAX,MGWFDB,"(26,40)","(75,000,250000)",GUYUNS,42****************7,##7,BXOVPW
5744,4292,lh*****d,Andrew Williams,F,"330 26 Rd, 100-6272",da*******t@yahoo.com,72979,"Houston, OH",QZHEJI,CQSXFM,"(41,60)","(75,000,250000)",YMXPWJ,35*************8,###7,EKPPNK
6830,4291,ke*******s,Elizabeth Hernandez,M,"182 85 St, 100-3063",ph*******y@yahoo.com,68173,"Philadelphia, FL",FHYPEH,IMAGWS,"(19,25)","(75,000,250000)",KVRJWO,42*************5,###5,SYUICW
8436,4290,fl***z,Daniel Davis,F,"928 58 Rd, 100-1433",dr***s@yahoo.com,79291,"Philadelphia, VA",MTFSMB,LVTKDP,"(26,40)","(75,000,250000)",GUYUNS,22*************8,###1,BGLPAQ
9244,4289,ro*********n,Jessica Rodriguez,M,"785 37 Ln, 800-7629",ma******7@yahoo.com,81479,"Phoenix, FL",BLVKCQ,LSPLPJ,"(19,25)","(75,000,250000)",BWTPEW,41*************9,###1,GLRPDO
9410,4288,mi*************r,Mary Miller,F,"916 61 Ave, 200-9161",an***********n@hotmail.com,75793,"Philadelphia, FL",FYJEWK,QMBXDA,"(41,60)","(75,000,250000)",KVRJWO,30***********7,##7,NYJIPP
699,4286,ta*********n,Ashley Moore,F,"500 40 Ave, 800-2240",ma**********n@yahoo.com,55407,"San Diego, CA",UXWADO,UNTURW,"(26,40)","(75,000,250000)",GUYUNS,48**********1,###0,WNWYLX
701,4285,pe*******y,Jane Clark,F,"139 68 Rd, 600-9470",sm*******t@yahoo.com,49510,"San Diego, FL",RUZJTF,HHFAHP,"(60,65)","(75,000,250000)",MAOKIJ,18************3,####7,CVZHWA
1175,4284,do********s,Mary Brown,M,"279 19 St, 200-6006",zg****a@yahoo.com,50005,"Chicago, GA",MITFCN,QBQHKC,"(41,60)","(25000,50000)",UEJEZN,35*************0,###9,EKPPNK
2081,4283,ej*****n,Mary Hernandez,F,"431 77 Ave, 900-7627",da*******s@gmail.com,70452,"New York, CA",PXYPUG,TOODOL,"(60,65)","(50000,75000)",WFTMDV,42****************0,###1,YCKNYU
3856,4282,wi***********l,Emily Moore,M,"592 88  Blvd, 100-9577",ti**1@hotmail.com,60752,"Chicago, NY",NXUDFG,RLSBVR,"(26,40)","(75,000,250000)",YMXPWJ,50*********2,###4,RVUNKZ
4312,4281,la*********h,Kevin Davis,M,"467 9 Rd, 200-3803",wa*********n@hotmail.com,65625,"Chicago, OH",USHSBD,FFTCWV,"(41,60)","(75,000,250000)",BWTPEW,55*************4,###2,WQRRLT
6040,4280,am*******n,David Clark,F,"524 36 St, 700-4972",li***1@hotmail.com,80324,"San Antonio, GA",VTFYSH,HYEVTG,"(26,40)","(75,000,250000)",UEJEZN,21************7,###7,SEBYGM
6433,4279,br********n,Jane Johnson,F,"839 90 Ave, 300-5169",ha********l@gmail.com,79957,"Dallas, CA",PMYZGR,MTWFSX,"(41,60)","(75,000,250000)",UEJEZN,30***********1,###0,CNXCCV
6854,4278,da**********n,Jessica Davis,F,"550 56 St, 600-2620",ca********n@yahoo.com,83661,"New York, CA",BWGJJG,YJOQPZ,"(60,65)","(75,000,250000)",GUYUNS,43**********3,###9,MCKPJO
8705,4277,be***********e,Elizabeth Moore,F,"780 91 St, 500-5561",jo*******d@gmail.com,57587,"Houston, NY",NTRKDX,VGPNLH,"(60,65)","(75,000,250000)",KCUOPI,49*************5,###1,BXOVPW
795,4275,kc***y,Daniel Jones,M,"653 85 St, 200-5852",ja******a@gmail.com,59685,"New York, FL",QRDOTM,VYCWHR,"(41,60)","(75,000,250000)",BWTPEW,48*************8,###7,VSJSID
1855,4274,co***6,John Garcia,M,"495 89 Rd, 200-3543",er********r@gmail.com,72733,"Chicago, NC",GSMPBJ,SAWQHT,"(26,40)","(75,000,250000)",MFZRLP,43**********1,###4,WNLYCT
3348,4273,da********s,John Rodriguez,F,"589 67  Blvd, 800-5198",ma*******r@yahoo.com,46427,"Los Angeles, PA",QRBEBM,VKJZQD,"(26,40)","(75,000,250000)",MFZRLP,50*********8,##2,MVXISO
5340,4272,ch**************r,David Brown,M,"157 53 St, 800-6040",ja*******a@gmail.com,75027,"Phoenix, PA",YKYLMC,PSAVFS,"(19,25)","(25000,50000)",KVRJWO,65*************8,###9,UVJQTY
5657,4271,kn******a,William Walker,F,"436 51 Rd, 200-9250",xa*********r@yahoo.com,58847,"San Jose, GA",IJDCOV,QLTJOX,"(41,60)","(75,000,250000)",YMXPWJ,30***********8,###1,UVJQTY
